nazwa leku,identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
Rivaldo,05909990816262,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3858
Rivaldo,05909990816279,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,52.3,3859
Rivaldo,05909990816279,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3859
Rivaldo,05909990816286,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,35.43,3860
Rivaldo,05909990816286,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3860
Rivaldo,05909990816293,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,68.89,3861
Rivaldo,05909990816293,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3861
Rivastigmin NeuroPharma,05909990982981,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,5.83,3862
Rivastigmin NeuroPharma,05909990982981,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3862
Rivastigmin NeuroPharma,05909990983162,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,11.38,3863
Rivastigmin NeuroPharma,05909990983162,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3863
Rivastigmin NeuroPharma,05909990983179,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,21.76,3864
Rivastigmin NeuroPharma,05909990983179,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3864
Rivastigmin NeuroPharma,05909990983308,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,16.69,3865
Rivastigmin NeuroPharma,05909990983308,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3865
Rivastigmin NeuroPharma,05909990983322,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,31.79,3866
Rivastigmin NeuroPharma,05909990983322,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3866
Rivastigmin NeuroPharma,05909990983506,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,21.76,3867
Rivastigmin NeuroPharma,05909990983506,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3867
Rivastigmin NeuroPharma,05909990983544,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,41.55,3868
Rivastigmin NeuroPharma,05909990983544,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3868
Rivastigmin Orion,05909990778935,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,14.48,3869
Rivastigmin Orion,05909990778935,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3869
Rivastigmin Orion,05909990778942,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,25.73,3870
Rivastigmin Orion,05909990778942,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3870
Rivastigmin Orion,05909990778973,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,35.14,3871
Rivastigmin Orion,05909990778973,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3871
Rivastigmin Orion,05909990779000,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,43.93,3872
Rivastigmin Orion,05909990779000,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3872
Rivastigmine Mylan,05909991078294,Choroba Alzheimera,,30%,56.25,3873
Rivastigmine Mylan,05909991078294,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3873
Rivastigmine Mylan,05909991078348,Choroba Alzheimera,,30%,112.59,3874
Rivastigmine Mylan,05909991078348,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3874
Riximyo,07613421032975,Znajduje się w załącznikach: B.33.; B.75.,,bezpłatny,0,3875
Riximyo,07613421032975,Znajduje się w załącznikach: C.51.,,bezpłatny,0,3875
Riximyo,07613421032982,Znajduje się w załącznikach: B.33.; B.75.,,bezpłatny,0,3876
Riximyo,07613421032982,Znajduje się w załącznikach: C.51.,,bezpłatny,0,3876
Rixubis,05909991210090,Znajduje się w załącznikach: B.15.,,bezpłatny,0,3877
Rixubis,05909991210106,Znajduje się w załącznikach: B.15.,,bezpłatny,0,3878
Rixubis,05909991210120,Znajduje się w załącznikach: B.15.,,bezpłatny,0,3879
Rixubis,05909991210137,Znajduje się w załącznikach: B.15.,,bezpłatny,0,3880
Rixubis,05909991210144,Znajduje się w załącznikach: B.15.,,bezpłatny,0,3881
Rizmoic,05060431940073,Leczenie zaparć indukowanych opioidami u dorosłych pacjentów z chorobą nowotworową i uprzednio leczonych bezskutecznie środkami przeczyszczającymi; u których nie jest stosowany inny antagonista opioidowy zarówno osobno jak i w połączeniu,,bezpłatny do limitu,0,3882
RoActemra,05000471007039,Znajduje się w załącznikach: B.33.,,bezpłatny,0,3883
RoActemra,05000471007046,Znajduje się w załącznikach: B.33.,,bezpłatny,0,3884
RoActemra,05000471007053,Znajduje się w załącznikach: B.33.,,bezpłatny,0,3885
RoActemra,05902768001075,Znajduje się w załącznikach: B.33.,,bezpłatny,0,3886
RoActemra,05909990678259,Znajduje się w załącznikach: B.33.,,bezpłatny,0,3887
RoActemra,05909990678266,Znajduje się w załącznikach: B.33.,,bezpłatny,0,3888
RoActemra,05909990678273,Znajduje się w załącznikach: B.33.,,bezpłatny,0,3889
Rolicyn,05909990847914,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,14.91,3890
Rolicyn,05909990848010,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,18.55,3891
Rolpryna SR,05909990855766,Choroba i zespół Parkinsona,,30%,21.55,3892
Rolpryna SR,05909990855766,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3892
Rolpryna SR,05909990855773,Choroba i zespół Parkinsona,,30%,40.52,3893
Rolpryna SR,05909990855773,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3893
Rolpryna SR,05909990855780,Choroba i zespół Parkinsona,,30%,76.41,3894
Rolpryna SR,05909990855780,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3894
Rolpryna SR,05909991033781,Choroba i zespół Parkinsona,,30%,42.65,3895
Rolpryna SR,05909991033781,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3895
Rolpryna SR,05909991033798,Choroba i zespół Parkinsona,,30%,78.62,3896
Rolpryna SR,05909991033798,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3896
Rolpryna SR,05909991033804,Choroba i zespół Parkinsona,,30%,146.57,3897
Rolpryna SR,05909991033804,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3897
Rolpryna SR,05909991391485,Choroba i zespół Parkinsona,,30%,18.98,3898
Rolpryna SR,05909991391485,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3898
Rolpryna SR,05909991391683,Choroba i zespół Parkinsona,,30%,33.32,3899
Rolpryna SR,05909991391683,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3899
Romazic,05909990919574,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,1.4,3900
Romazic,05909990919574,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3900
Romazic,05909990919604,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,2.66,3901
Romazic,05909990919604,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3901
Romazic,05909990919659,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,5.13,3902
Romazic,05909990919659,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3902
Romazic,05909990919673,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,9.63,3903
Romazic,05909990919673,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3903
Romazic,05909991435950,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,3.91,3904
Romazic,05909991435950,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3904
Romazic,05909991435981,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,7.39,3905
Romazic,05909991435981,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3905
Romilast,05909991007263,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,30%,3.71,3906
Romilast,05909991007263,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3906
Romilast,05909991007270,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,30%,4.48,3907
Romilast,05909991007270,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3907
Romilast,05909991007300,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,30%,6.87,3908
Romilast,05909991007300,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3908
Ropodrin,05909990963874,Choroba i zespół Parkinsona,,30%,19.85,3909
Ropodrin,05909990963874,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3909
Ropodrin,05909990964239,Choroba i zespół Parkinsona,,30%,37.12,3910
Ropodrin,05909990964239,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3910
Ropodrin,05909990964321,Choroba i zespół Parkinsona,,30%,69.61,3911
Ropodrin,05909990964321,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3911
Rosutrox,05909991085599,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,1.31,3912
Rosutrox,05909991085599,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3912
Rosutrox,05909991085636,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,2.57,3913
Rosutrox,05909991085636,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3913
Rosutrox,05909991085674,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,2.59,3914
Rosutrox,05909991085674,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3914
Rosutrox,05909991085698,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,4.8,3915
Rosutrox,05909991085698,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3915
Rosutrox,05909991085759,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,4.82,3916
Rosutrox,05909991085759,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3916
Rosutrox,05909991085773,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,9.1,3917
Rosutrox,05909991085773,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3917
Rosutrox,05909991085841,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,9.12,3918
Rosutrox,05909991085841,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3918
Rosutrox,05909991085865,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,17.33,3919
Rosutrox,05909991085865,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3919
Rosuvastatin Aurovitas,05909991422875,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,1.29,3920
Rosuvastatin Aurovitas,05909991422875,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3920
Rosuvastatin Aurovitas,05909991425883,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,2.48,3921
Rosuvastatin Aurovitas,05909991425883,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3921
Rosuvastatin Aurovitas,05909991425906,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,4.75,3922
Rosuvastatin Aurovitas,05909991425906,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3922
